sentence,construction_type,language
What is the problem?,Interrogative-WHInfo-Direct,english
Can I text from Canada to the united states?,Interrogative-Polar-Direct,english
I hope somebody understands what I mean,Interrogative-WHInfo-Indirect,english
Is there any other way to communicate or do your friends only understand text.,Interrogative-Polar-Direct,english
Is there any other way to communicate or do your friends only understand text.,Existential-CopPred-ThereExpl,english
So I just needed to know if it is a suitable place to live in and in what ways.,Interrogative-Polar-Indirect,english
please let me know if you need anything else,Interrogative-Polar-Indirect,english
Are there any new Gaming console?,Interrogative-Polar-Direct,english
Are there any new Gaming console?,Existential-CopPred-ThereExpl,english
"I do know they have already announced a new wii though and I don't know what Sony has said about playstation but again, if you get an Xbox (which I personally think is the best anyways) you should be set for a while.",Interrogative-WHInfo-Indirect,english
"I do know they have already announced a new wii though and I don't know what Sony has said about playstation but again, if you get an Xbox (which I personally think is the best anyways) you should be set for a while.",Interrogative-WHInfo-Indirect,english
What is the typical lifespan of a cat?,Interrogative-WHInfo-Direct,english
What do I do?,Interrogative-WHInfo-Direct,english
Did anything happen before losing his trust?,Interrogative-Polar-Direct,english
How to make a breyer horse stable?,Interrogative-WHInfo-Direct,english
And I need to know where to buy the materials.,Interrogative-WHInfo-Indirect,english
"there are many small details, that you would have to work on as you go for doors and windows and roof,",Interrogative-Polar-Direct,english
"there are many small details, that you would have to work on as you go for doors and windows and roof,",Existential-CopPred-ThereExpl,english
How can i get my kitten to stop biting when he plays?,Interrogative-WHInfo-Direct,english
Do you think he's teething?,Interrogative-Polar-Direct,english
(Apart from the wire flooring which i am going to cover) Which of these two cages is better:,Interrogative-WHInfo-Indirect,english
"if its from the side i dont have to worry about propping it up, but the snake can still burn itself if it slithers along the side of the tank and i also read that it doesnt distribute heat as well?",Interrogative-Polar-Direct,english
what are your suggestions and opinons?,Interrogative-WHInfo-Direct,english
What are good places to eat brunch at? ?,Interrogative-WHInfo-Direct,english
There is always plenty of parking on the street or in our private lot.,Interrogative-Polar-Direct,english
There is always plenty of parking on the street or in our private lot.,Existential-CopPred-ThereExpl,english
"After the sinking of the Titanic in 1912, was there a law made so that ships would carry enough lifeboats to save everybody on a ship if it was sinking?",Interrogative-Polar-Direct,english
"After the sinking of the Titanic in 1912, was there a law made so that ships would carry enough lifeboats to save everybody on a ship if it was sinking?",Existential-CopPred-ThereExpl,english
When was the last time you heard about a ship sinking?,Interrogative-WHInfo-Direct,english
What are some fun things I could do while in Japan?,Interrogative-WHInfo-Direct,english
I'll be in Okinawa for about a week so I was wondering what are some fun things I could do?,Interrogative-WHInfo-Indirect,english
How is the night life in Naha?,Interrogative-WHInfo-Direct,english
"Are there any good venues that showcase underground bands, or just a venue at all?",Interrogative-Polar-Direct,english
"Are there any good venues that showcase underground bands, or just a venue at all?",Existential-CopPred-ThereExpl,english
"There's the market in Naha, which is great.",Interrogative-Polar-Direct,english
"There's the market in Naha, which is great.",Existential-CopPred-ThereExpl,english
1) what thes difference between a modern m16 and Vietnam m16?,Interrogative-WHInfo-Direct,english
2) did Vietnam m16's have a 3-shot burst function?,Interrogative-Polar-Direct,english
"Than the troops being issued the weapon were told it was self-cleaning, which it wasn't.",Interrogative-WHInfo-Indirect,english
As a result there was a problem with the weapon jamming.,Interrogative-Polar-Direct,english
As a result there was a problem with the weapon jamming.,Existential-CopPred-ThereExpl,english
Are there still aftershocks?,Interrogative-Polar-Direct,english
Are there still aftershocks?,Existential-CopPred-ThereExpl,english
"Despite the aftershocks I would recommend going to Christchurch, just for the experience and then you can see first hand how things get effected by earthquakes.",Interrogative-WHInfo-Indirect,english
Where in the world is Iguazu?,Interrogative-WHInfo-Direct,english
"For those with a larger appetite for the scenery and a larger budget, there are some hotel complexes much closer to the action with views of parts of the falls.",Interrogative-Polar-Direct,english
"For those with a larger appetite for the scenery and a larger budget, there are some hotel complexes much closer to the action with views of parts of the falls.",Existential-CopPred-ThereExpl,english
I am going to try and study aboard but idk where I can go I cannot decide where do you think would be the best place to go?,Interrogative-WHInfo-Indirect,english
where would you go?,Interrogative-WHInfo-Direct,english
does the bta have to be paid first to come to canada?,Interrogative-Polar-Direct,english
There is NO such thing as a BTA.,Interrogative-Polar-Direct,english
There is NO such thing as a BTA.,Existential-CopPred-ThereExpl,english
"THERE IS NO SUCH THING any more, anywhere, it’s an online dating scam.""",Interrogative-Polar-Direct,english
"THERE IS NO SUCH THING any more, anywhere, it’s an online dating scam.""",Existential-CopPred-ThereExpl,english
"""THERE IS NO SUCH THING AS BASIC TRAVEL ALLOWANCE!!",Interrogative-Polar-Direct,english
"""THERE IS NO SUCH THING AS BASIC TRAVEL ALLOWANCE!!",Existential-CopPred-ThereExpl,english
"There is NO such requirement, in any country of the world.",Interrogative-Polar-Direct,english
"There is NO such requirement, in any country of the world.",Existential-CopPred-ThereExpl,english
"There is no such thing as a BTA or ""Basic Travel Allowance""-this is 100% a scam-as the first poster said,cut off any and all contact with this person-they are NOT who or what they are claiming to be.",Interrogative-Polar-Direct,english
"There is no such thing as a BTA or ""Basic Travel Allowance""-this is 100% a scam-as the first poster said,cut off any and all contact with this person-they are NOT who or what they are claiming to be.",Existential-CopPred-ThereExpl,english
How can i make my Jack Dempsey reproduce?,Interrogative-WHInfo-Direct,english
i have a Mature male and female they are together a lot but never laid eggs as far as i know can anyone help me figure out how to make them mate,Interrogative-WHInfo-Indirect,english
